,hidden_state,state,q,parent,prev_action,avail_children,step,done
4545,[ 0.8912398  -1.40278171 -2.39537434  3.1996085 ],[ 0.6284481   0.7778515   0.16722526 -0.9859187  -2.3953743   3.1996086 ],[0.24266368 0.31250352 0.44483274],4544,0,2,93,False
4546,[ 0.97998354 -1.57310839  2.20049708 -2.77012552],"[ 5.5703622e-01  8.3048820e-01 -2.3120577e-03 -9.9999732e-01
  2.2004972e+00 -2.7701256e+00]",[0.46594587 0.2859044  0.24814968],4371,2,2,89,False
4547,[ 1.31316695 -1.97022004  1.10740933 -1.2489856 ],[ 0.25478888  0.9669967  -0.38888747 -0.9212853   1.1074094  -1.2489856 ],[0.4227967  0.29643473 0.2807685 ],4546,0,2,90,False
4548,[ 1.40221509 -2.04283804 -0.22231931  0.50551902],[ 0.16778387  0.9858238  -0.45470566 -0.89064175 -0.22231932  0.50551903],[0.38847014 0.30411974 0.30741012],4547,2,2,91,False
4549,[ 1.23184576 -1.78691183 -1.47452567  2.08610371],[ 0.33249757  0.9431041  -0.21443713 -0.9767378  -1.4745257   2.0861037 ],[0.31057593 0.31502727 0.3743968 ],4548,1,2,92,False
4550,[ 0.8175502  -1.18606924 -2.64909037  3.98390074],[ 0.6840103   0.72947234  0.3753062  -0.9269009  -2.6490903   3.9839008 ],[0.21600296 0.30309802 0.48089913],4549,1,3,93,False
4551,[ 0.81805237 -1.74505005  2.42558495 -3.13970795],[ 0.68364394  0.7298157  -0.1733732  -0.9848562   2.425585   -3.139708  ],[0.4779534  0.28620172 0.2358449 ],4216,1,2,88,False
4552,[ 1.20904125 -2.20994738  1.44642158 -1.55348623],[ 0.35391626  0.9352771  -0.5965143  -0.80260247  1.4464216  -1.5534862 ],[0.43838897 0.29648346 0.2651276 ],4551,0,2,89,False
4553,[ 1.37912859 -2.35944254  0.2407145   0.03663539],[ 0.19049636  0.9816879  -0.70939976 -0.7048063   0.2407145   0.0366354 ],[0.41025624 0.30747935 0.28226444],4552,1,2,90,False
4554,[ 1.31016537 -2.21864874 -0.92674388  1.37990455],[ 0.25769025  0.9662276  -0.60347533 -0.79738164 -0.92674387  1.3799045 ],[0.35972875 0.31551453 0.3247567 ],4553,0,2,91,False
4555,[ 1.00585936 -1.77479057 -2.09870847  3.11082108],[ 0.5353626   0.8446224  -0.20258236 -0.9792652  -2.0987084   3.110821  ],[0.26659718 0.3192175  0.41418532],4554,1,3,92,False
4556,[-1.22142689  1.27284819 -2.29441809  4.71183592],[ 0.3423054  -0.9395887   0.29355937  0.95594084 -2.294418    4.711836  ],[0.18907806 0.2936816  0.51724035],4461,1,2,97,False
4557,[-1.53828937  2.0458041  -0.87568141  3.09111075],[ 0.03250124 -0.9994717  -0.45734537  0.88928914 -0.8756814   3.0911107 ],[0.25461474 0.33505648 0.41032878],4556,2,2,98,False
4558,[-1.56189719  2.48366284  0.61902092  1.30164641],[ 0.00889902 -0.9999604  -0.7912598   0.6114801   0.61902094  1.3016465 ],[0.31017992 0.36968648 0.32013354],4557,0,2,99,False
4559,[-1.29898821  2.56151995  1.98383676 -0.54737411],[ 0.26847363 -0.96328706 -0.8364228   0.54808474  1.9838368  -0.5473741 ],[0.37110016 0.34913537 0.2797644 ],4558,0,2,100,False
4560,[-0.78597434  2.25240674  3.07378588 -2.58152197],[ 0.70669925 -0.7075141  -0.6300444   0.7765591   3.0737858  -2.581522  ],[0.44162154 0.31379035 0.24458814],4559,0,3,101,False
4561,[-1.1901054   1.19027591 -2.22960696  4.52806786],[ 0.37156203 -0.92840815  0.37140372  0.9284715  -2.2296069   4.528068  ],[0.18928574 0.2982049  0.5125094 ],4416,1,2,97,False
4562,[-1.48865619  1.90662634 -0.76128915  2.71050176],[ 0.08204781 -0.9966284  -0.32955292  0.9441371  -0.7612891   2.7105017 ],[0.25370452 0.34002686 0.4062686 ],4561,1,2,98,False
4563,[-1.49798635  2.29049851  0.65602642  1.13182597],[ 0.07274566 -0.9973505  -0.65916073  0.75200206  0.6560264   1.1318259 ],[0.307404   0.36861545 0.32398063],4562,1,2,99,False
4564,[-1.23338618  2.35141321  1.96111434 -0.55437069],[ 0.33104438 -0.9436152  -0.7037178   0.71047956  1.9611143  -0.5543707 ],[0.37042835 0.34865758 0.28091404],4563,1,2,100,False
4565,[-0.73310715  2.05427718  2.9679339  -2.45235591],[ 0.74309874 -0.66918176 -0.46486387  0.8853822   2.967934   -2.4523559 ],[0.4382642  0.31329456 0.24844123],4564,1,3,101,False
4566,[-0.53401032  1.17244062 -2.97964479  4.15131647],[ 0.8607728  -0.5089894   0.38790333  0.92170006 -2.9796448   4.1513166 ],[0.18885961 0.2856145  0.52552587],4477,1,0,81,False
4567,[-1.02838432  1.77454463 -1.92555392  1.92041952],[ 0.5162033  -0.8564661  -0.20234151  0.97931504 -1.9255539   1.9204196 ],[0.2594994  0.31492755 0.42557308],4566,0,2,82,False
4568,[-1.30658623  2.00861762 -0.83097732  0.45777588],[ 0.26114687 -0.96529907 -0.42396727  0.9056775  -0.8309773   0.4577759 ],[0.3056212 0.3442082 0.3501706],4567,2,2,83,False
4569,[-1.34746269  1.94566742  0.42801969 -1.08034072],[ 0.2214817  -0.97516453 -0.36615258  0.9305548   0.42801967 -1.0803407 ],[0.36246753 0.35337874 0.2841537 ],4568,1,2,84,False
4570,[-1.13563591  1.569895    1.68404513 -2.7188954 ],"[ 4.2155588e-01 -9.0680242e-01  9.0133032e-04  9.9999958e-01
  1.6840451e+00 -2.7188954e+00]",[0.4191338  0.34460703 0.23625907],4569,1,3,85,False
4571,[-0.6168403   1.18341871  1.78597039 -1.89968856],[ 0.8157103  -0.57846063  0.37776163  0.9259029   1.7859704  -1.8996886 ],[0.4266994 0.3211878 0.2521128],189,0,2,45,False
4572,[-0.1889317   0.64976192  2.42407151 -3.36368777],[ 0.98220545 -0.1878097   0.7962279   0.60499686  2.4240716  -3.3636878 ],[0.4615319  0.3120422  0.22642592],4571,1,2,46,False
4573,[ 0.29815311 -0.05812831  2.31640189 -3.46027779],[ 0.95588064  0.2937553   0.99831104 -0.05809558  2.316402   -3.4602778 ],[0.4639412  0.30326873 0.23279001],4572,2,1,47,False
4574,[ 0.69989097 -0.66894505  1.61252053 -2.49436543],[ 0.7649124   0.6441343   0.78447634 -0.62015873  1.6125206  -2.4943655 ],[0.43926054 0.3048565  0.2558829 ],4573,1,2,48,False
4575,[ 0.93318786 -1.05861277  0.6897131  -1.37662675],[ 0.5952755   0.8035217   0.49008176 -0.87167645  0.6897131  -1.3766267 ],[0.4121056  0.29858768 0.2893067 ],4574,0,3,49,False
4576,[ 0.66421874 -0.75468139 -1.47584848  2.68951074],[ 0.78739864  0.6164442   0.7284898  -0.6850566  -1.4758484   2.6895108 ],[0.2524517  0.29919058 0.44835767],3901,2,2,51,False
4577,[ 0.27672651 -0.06486626 -2.30941938  4.04734184],[ 0.96195495  0.27320817  0.9978969  -0.06482078 -2.3094194   4.047342  ],[0.1821966  0.30049628 0.51730716],4576,2,2,52,False
4578,[-0.20359703  0.75071823 -2.35641311  3.83097625],[ 0.9793456  -0.20219336  0.7311991   0.68216413 -2.3564131   3.8309762 ],[0.1908473  0.3098644  0.49928826],4577,2,2,53,False
4579,[-0.60384067  1.3394114  -1.597057    2.01964223],[ 0.82316095 -0.56780815  0.22932577  0.97334975 -1.597057    2.019642  ],[0.2611626  0.31642658 0.42241076],4578,0,2,54,False
4580,[-0.83724206  1.5858892  -0.70745242  0.45328569],[ 0.66951394 -0.74279946 -0.0150923   0.9998861  -0.7074524   0.4532857 ],[0.32021657 0.3295443  0.35023916],4579,1,3,55,False
4581,[-0.54528896  1.20155736 -3.08293409  4.41722526],[ 0.8549774 -0.5186652  0.3609058  0.9326023 -3.0829341  4.4172254],[0.18432324 0.28171414 0.5339626 ],4477,2,0,81,False
4582,[-1.07653436  1.89910833 -2.18534684  2.59568112],[ 0.47438207 -0.88031906 -0.32244566  0.946588   -2.1853468   2.5956812 ],[0.2455236  0.3016457  0.45283073],4581,2,2,82,False
4583,[-1.40514787  2.26287174 -1.07628542  1.09011932],[ 0.16489194 -0.9863116  -0.63813645  0.76992327 -1.0762855   1.0901194 ],[0.29630888 0.33857095 0.36512017],4582,2,2,83,False
4584,[-1.50171092  2.34781577  0.11561565 -0.22675489],[ 0.06903047 -0.99761456 -0.7011574   0.71300656  0.11561564 -0.22675489],[0.3275752 0.3584258 0.313999 ],4583,2,2,84,False
4585,[-1.34558077  2.12856725  1.44094054 -1.99495536],[ 0.22331648 -0.974746   -0.5292963   0.8484371   1.4409405  -1.9949553 ],[0.39480075 0.35241926 0.25277996],4584,0,3,85,False
4586,[ 1.8327343  -1.27935587  2.14536043 -3.66702898],[-0.25895292  0.96588993  0.28733224 -0.95783097  2.1453605  -3.667029  ],[0.46084952 0.28378892 0.2553616 ],4322,1,2,119,False
4587,[ 2.1304246  -1.88814438  0.85288569 -2.50681343],[-0.5308712   0.8474525  -0.31204814 -0.95006627  0.85288566 -2.5068135 ],[0.40737203 0.30504733 0.2875806 ],4586,1,2,120,False
4588,[ 2.17093658 -2.27462473 -0.44180734 -1.35421166],[-0.56475824  0.8252564  -0.6471411  -0.7623703  -0.44180733 -1.3542117 ],[0.3729999  0.31609574 0.3109044 ],4587,2,2,121,False
4589,[ 1.96478234 -2.45483318 -1.63424368 -0.37871711],[-0.3838721   0.9233863  -0.7733047  -0.63403463 -1.6342437  -0.37871712],[0.36792728 0.3011148  0.33095792],4588,0,2,122,False
4590,[ 1.51231414 -2.39269963 -2.88813166  1.09534714],[ 0.05844886  0.9982904  -0.732443   -0.6808284  -2.8881316   1.0953472 ],[0.3406686 0.3002493 0.3590821],4589,0,3,123,False
4591,[ 1.84384297 -1.30822372  2.24745754 -3.93419431],[-0.26966646  0.9629538   0.25956583 -0.9657254   2.2474575  -3.9341943 ],[0.46547422 0.28403118 0.2504946 ],4322,0,2,119,False
4592,[ 2.1688063  -1.99029559  1.02061914 -2.9685867 ],[-0.5629989   0.8264576  -0.40730318 -0.913293    1.0206192  -2.9685867 ],[0.41705868 0.3024751  0.2804663 ],4591,0,2,120,False
4593,[ 2.25007125 -2.4888216  -0.19468827 -2.0164912 ],[-0.6282291   0.7780284  -0.79440373 -0.60739005 -0.19468828 -2.0164912 ],[0.37924764 0.3162188  0.30453357],4592,1,2,121,False
4594,[ 2.08793298 -2.76395811 -1.42652215 -0.68579347],[-0.49439323  0.8692384  -0.92953944 -0.3687227  -1.4265221  -0.68579346],[0.37241468 0.3023174  0.3252679 ],4593,2,2,122,False
4595,[ 1.68635005 -2.77856482 -2.60415528  0.60564414],[-0.11529674  0.9933311  -0.9348259  -0.35510635 -2.6041553   0.60564417],[0.36236492 0.29129118 0.34634393],4594,0,0,123,False
4596,[ 1.03234277 -1.62649456 -2.14289749  3.33429665],[ 0.512809    0.85850275 -0.05566943 -0.99844927 -2.1428976   3.3342967 ],[0.25699326 0.31432566 0.42868108],3184,2,2,92,False
4597,[ 0.4902221  -0.7503238  -3.23849111  5.43114926],[ 0.8822283   0.47082183  0.73146814 -0.68187565 -3.238491    5.4311495 ],[0.17465146 0.2788145  0.54653406],4596,1,0,93,False
4598,[-0.20835314  0.44114366 -3.50811371  5.94669425],[ 0.9783729  -0.20684893  0.9042639   0.4269739  -3.5081136   5.9466944 ],[0.14148666 0.26807183 0.5904415 ],4597,1,0,94,False
4599,[-0.82779543  1.44097134 -2.60033972  3.92605687],[ 0.6765009  -0.7364418   0.1294606   0.99158454 -2.6003397   3.9260569 ],[0.20211442 0.2914236  0.506462  ],4598,1,2,95,False
4600,[-1.22800918  2.0067136  -1.38488059  1.80947573],[ 0.3361134  -0.9418215  -0.42224208  0.9064831  -1.3848805   1.8094758 ],[0.27280605 0.32738537 0.39980868],4599,0,3,96,False
4601,[ 0.92222855 -1.72028779  1.50246148 -2.96122522],[ 0.6040456   0.79694974 -0.14893529 -0.98884696  1.5024614  -2.9612253 ],[0.45722708 0.29830977 0.2444631 ],4471,2,2,87,False
4602,[ 1.10219163 -2.12047819  0.29504694 -1.07976302],[ 0.45164183  0.89219934 -0.522416   -0.85269076  0.29504693 -1.079763  ],[0.4197697  0.30389014 0.27634016],4601,2,2,88,False
4603,[ 1.04849009 -2.17997746 -0.82083872  0.48562787],[ 0.4988802   0.86667097 -0.57219607 -0.8201168  -0.82083875  0.48562786],[0.38532093 0.30831996 0.3063591 ],4602,1,2,89,False
4604,[ 0.79008564 -1.94370742 -1.72772063  1.89099916],[ 0.70378447  0.7104136  -0.364328   -0.9312707  -1.7277206   1.8909992 ],[0.3129268  0.31843904 0.3686342 ],4603,0,2,90,False
4605,[ 0.37622054 -1.41820809 -2.3588979   3.36438585],[ 0.93005985  0.36740798  0.1519968  -0.98838097 -2.358898    3.3643858 ],[0.23471433 0.31106874 0.45421696],4604,0,3,91,False
4606,[ 0.93134607 -1.74566194  1.58475453 -3.19794168],[ 0.59675443  0.80242395 -0.1739758  -0.9847499   1.5847546  -3.1979418 ],[0.4633527  0.29575548 0.24089186],4471,1,2,87,False
4607,[ 1.12583959 -2.19086298  0.35908542 -1.29851939],[ 0.43041882  0.9026293  -0.5810894  -0.81383973  0.3590854  -1.2985194 ],[0.4218756  0.30426055 0.27386388],4606,2,2,88,False
4608,[ 1.07648758 -2.27271541 -0.8401364   0.47840725],[ 0.47442326  0.8802969  -0.6456843  -0.76360446 -0.8401364   0.47840726],[0.3864351 0.30874   0.3048249],4607,2,2,89,False
4609,[ 0.80606364 -2.01632204 -1.82822576  2.10451636],[ 0.6923441   0.72156745 -0.43093234 -0.9023842  -1.8282257   2.1045163 ],[0.3042336  0.32306346 0.37270293],4608,1,2,90,False
4610,[ 0.36359191 -1.4208685  -2.55010826  3.87022282],[ 0.93462545  0.35563362  0.14936677 -0.98878187 -2.5501082   3.8702228 ],[0.21920146 0.30928755 0.47151095],4609,1,3,91,False
4611,[ 1.17826214 -0.14782668  3.16057137 -4.3471697 ],[ 0.38253108  0.9239426   0.98909354 -0.14728886  3.1605713  -4.34717   ],[0.49956965 0.27186295 0.22856747],4261,2,2,118,False
4612,[ 1.69258573 -0.91414961  1.95285216 -3.26579774],[-0.12148855  0.9925928   0.61046433 -0.79204375  1.9528521  -3.2657979 ],[0.45618296 0.2856464  0.25817057],4611,0,2,119,False
4613,[ 1.95991894 -1.47118088  0.72383942 -2.35355405],[-0.37937677  0.9252423   0.09945078 -0.9950425   0.7238394  -2.353554  ],[0.40316564 0.30666897 0.29016536],4612,0,2,120,False
4614,[ 1.97961191 -1.86207858 -0.54176376 -1.5308508 ],[-0.3975228   0.9175923  -0.2871807  -0.95787644 -0.5417638  -1.5308508 ],[0.37443593 0.315578   0.30998608],4613,0,2,121,False
4615,[ 1.73611211 -2.05903912 -1.90542259 -0.34851726],[-0.16456382  0.98636645 -0.46907473 -0.8831585  -1.9054226  -0.34851727],[0.3606739  0.30390447 0.33542156],4614,0,3,122,False
4616,[-0.78409333  1.02243126  2.16862862 -2.88219759],[ 0.70802885 -0.70618355  0.5212927   0.85337794  2.1686287  -2.8821976 ],[0.43717283 0.32944322 0.23338397],778,1,2,58,False
4617,[-0.2485416   0.2515138   3.09143713 -4.67498663],[ 0.9692722  -0.24599063  0.9685368   0.24887042  3.091437   -4.674987  ],[0.497613   0.29156458 0.2108224 ],4616,0,2,59,False
4618,[ 0.37040112 -0.66996443  2.92191678 -4.1698698 ],[ 0.9321822   0.36198938  0.78384376 -0.6209581   2.9219167  -4.16987   ],[0.49234775 0.28728855 0.2203638 ],4617,1,2,60,False
4619,[ 0.87168201 -1.3299661   2.02857625 -2.38428207],[ 0.64354     0.76541245  0.23850898 -0.97114027  2.0285761  -2.384282  ],[0.45551848 0.2896852  0.25479633],4618,1,2,61,False
4620,[ 1.17585036 -1.65841224  0.98614747 -0.93159455],[ 0.38475832  0.9230174  -0.08750386 -0.9961642   0.98614746 -0.93159455],[0.41856194 0.28926766 0.29217044],4619,0,0,62,False
4621,[ 1.20413663 -0.21488589  3.41639769 -5.00260529],[ 0.35849917  0.93353003  0.9770007  -0.21323594  3.4163978  -5.0026054 ],[0.51250255 0.26894435 0.21855307],4261,0,0,118,False
4622,[ 1.75174973 -1.06268292  2.04079631 -3.45333318],[-0.1799675   0.98367256  0.48652986 -0.87366396  2.0407963  -3.4533331 ],[0.45958927 0.28416568 0.25624508],4621,1,2,119,False
4623,[ 2.03622235 -1.6546441   0.81152376 -2.52714213],[-0.44880354  0.89363045 -0.08374956 -0.99648684  0.81152374 -2.527142  ],[0.40804282 0.3049825  0.2869746 ],4622,0,2,120,False
4624,[ 2.06797835 -2.06000421 -0.49862174 -1.51425302],[-0.47695062  0.8789301  -0.46992683 -0.8827054  -0.49862173 -1.514253  ],[0.37375227 0.31674358 0.30950418],4623,1,2,121,False
4625,[ 1.83933261 -2.26146201 -1.8008283  -0.41925781],[-0.26532048  0.96416026 -0.63705045 -0.7708221  -1.8008283  -0.41925782],[0.36477715 0.30162916 0.3335936 ],4624,0,3,122,False
4626,[ 0.53349309  0.16757596  4.07067194 -4.7300244 ],[ 0.86103594  0.5085441   0.98599195  0.16679275  4.070672   -4.7300243 ],[0.52446604 0.25948942 0.21604453],4045,1,0,117,False
4627,[ 1.24231771 -0.65143382  2.89558764 -3.19842631],[ 0.32260337  0.9465342   0.79521525 -0.60632724  2.8955877  -3.1984262 ],[0.47827953 0.27348214 0.24823822],4626,2,0,118,False
4628,[ 1.68904437 -1.13150236  1.57349083 -1.67088763],[-0.11797267  0.99301684  0.42530057 -0.9050522   1.5734909  -1.6708876 ],[0.41340154 0.29209268 0.29450577],4627,1,2,119,False
4629,[ 1.8666066  -1.32477534  0.21376305 -0.31920325],[-0.29151502  0.9565663   0.2435467  -0.96988916  0.21376304 -0.31920326],[0.37708622 0.29546988 0.3274439 ],4628,2,2,120,False
4630,[ 1.78539777 -1.29151441 -1.03209616  0.68005284],[-0.21295802  0.97706133  0.27566546 -0.96125364 -1.0320961   0.6800528 ],[0.34249464 0.30621195 0.3512934 ],4629,1,3,121,False
4631,[ 1.26783104 -0.7158617   3.14089778 -3.80819321],[ 0.29835176  0.954456    0.75452805 -0.6562678   3.1408978  -3.8081932 ],[0.49207428 0.2718765  0.23604916],4626,0,0,118,False
4632,[ 1.75020989 -1.27628956  1.69638017 -1.89768162],[-0.17845258  0.9839485   0.29026788 -0.9569454   1.6963801  -1.8976816 ],[0.4196142 0.2905818 0.2898041],4631,2,2,119,False
4633,[ 1.95445112 -1.51653026  0.36079642 -0.57252154],[-0.37431207  0.9273028   0.05423944 -0.99852794  0.36079642 -0.57252157],[0.37959248 0.2999106  0.3204969 ],4632,2,2,120,False
4634,[ 1.90541281 -1.53953776 -0.85668797  0.36305077],[-0.32840696  0.9445363   0.03125348 -0.9995115  -0.85668796  0.36305076],[0.3558436  0.309259   0.33489743],4633,1,2,121,False
4635,[ 1.61560916 -1.37332171 -2.05565146  1.38828348],[-0.04479783  0.9989961   0.19619365 -0.9805652  -2.0556514   1.3882835 ],[0.3132715  0.31328467 0.3734438 ],4634,0,3,122,False
4636,[-0.1216567  -0.3802379  -2.01094335  2.87286856],[ 0.99260896 -0.12135682  0.92857635 -0.3711414  -2.0109434   2.8728685 ],[0.22129157 0.30680835 0.47190008],3806,1,2,41,False
4637,[-0.49773848  0.19658305 -1.65265213  2.71024089],[ 0.87866455 -0.47743964  0.9807397   0.19531934 -1.6526521   2.7102408 ],[0.22637717 0.3182945  0.45532835],4636,1,2,42,False
4638,[-0.76262805  0.67691915 -0.94004488  1.99883944],[ 0.723023   -0.690824    0.77950627  0.62639445 -0.9400449   1.9988394 ],[0.2619201  0.32653856 0.4115413 ],4637,2,2,43,False
4639,[-0.85996414  0.97563965 -0.01850105  0.96373691],[ 0.6524646  -0.7578192   0.5606385   0.8280607  -0.01850105  0.9637369 ],[0.3192932  0.32654595 0.35416088],4638,2,2,44,False
4640,[-0.74864316  0.99826586  1.11285486 -0.74363861],[ 0.7326131  -0.68064535  0.54176074  0.8405328   1.1128548  -0.74363863],[0.38492277 0.3190063  0.29607096],4639,0,3,45,False
4641,[ 0.13997979 -0.58417325  3.4476871  -5.72023522],[ 0.9902188  0.1395231  0.8341683 -0.5515099  3.4476871 -5.7202353],[0.5360401  0.27350065 0.19045922],3800,0,0,87,False
4642,[ 0.75729666 -1.53420164  2.65083629 -3.68984192],[ 0.7266958   0.68695945  0.03658652 -0.99933046  2.6508362  -3.689842  ],[0.48677918 0.2860713  0.22714949],4641,1,2,88,False
4643,[ 1.19300003 -2.09972731  1.670439   -2.01791695],[ 0.36887306  0.9294798  -0.5046107  -0.863347    1.670439   -2.017917  ],[0.44881648 0.2917815  0.25940204],4642,0,2,89,False
4644,[ 1.41462255 -2.35965381  0.53004669 -0.6110149 ],[ 0.15553969  0.9878296  -0.70954865 -0.7046564   0.5300467  -0.6110149 ],[0.4179227  0.3058451  0.27623215],4643,0,2,90,False
4645,[ 1.3891528  -2.3080576  -0.78427835  1.131321  ],[ 0.1806463   0.9835481  -0.6722629  -0.74031246 -0.78427833  1.131321  ],[0.37186402 0.31364837 0.31448764],4644,2,3,91,False
4646,[ 0.6712402  -1.62555187 -3.31538161  4.73002764],[ 0.7830509   0.6219576  -0.05472819 -0.9985013  -3.3153815   4.7300277 ],[0.21549696 0.3009501  0.48355302],2150,2,2,94,False
4647,[-0.07279637 -0.43677122 -4.02583753  6.98108092],[ 0.9973515  -0.07273209  0.9061222  -0.423016   -4.0258374   6.981081  ],[0.14920868 0.2511959  0.59959537],4646,1,0,95,False
4648,[-0.84323764  0.94337072 -3.40993898  6.20315539],[ 0.6650484  -0.74680024  0.5870626   0.8095415  -3.409939    6.2031555 ],[0.1509674  0.26346236 0.5855702 ],4647,2,0,96,False
4649,[-1.39124847  1.9676019  -2.06360253  4.13337407],[ 0.17858471 -0.98392457 -0.3864741   0.9223003  -2.0636024   4.133374  ],[0.2228002  0.30265504 0.4745448 ],4648,2,2,97,False
4650,[-1.65840084  2.59876377 -0.62563663  2.25198981],[-0.0874925  -0.99616516 -0.8562508   0.5165603  -0.62563664  2.2519898 ],[0.29314163 0.34608582 0.3607726 ],4649,0,3,98,False
4651,[-0.83135902  0.91257631 -3.30184773  5.92108891],[ 0.6738723  -0.73884785  0.6117097   0.7910823  -3.3018477   5.9210887 ],[0.15388685 0.26737154 0.57874155],4647,1,0,96,False
4652,[-1.35295055  1.86482443 -1.91079424  3.69539463],[ 0.21612681 -0.9763653  -0.2898098   0.95708424 -1.9107943   3.6953945 ],[0.22646706 0.3068837  0.46664935],4651,1,2,97,False
4653,[-1.59158853  2.41080626 -0.48636361  1.82918411],[-0.02079071 -0.9997839  -0.74464977  0.66745543 -0.48636362  1.829184  ],[0.2939868  0.34913662 0.35687664],4652,0,2,98,False
4654,[-1.55140833  2.6052183   0.87891963  0.11043219],[ 0.01938678 -0.99981207 -0.8595671   0.51102287  0.87891966  0.11043219],[0.3363688  0.36835095 0.29528025],4653,0,2,99,False
4655,[-1.25070565  2.46697256  2.10640348 -1.52539593],[ 0.31465262 -0.9492069  -0.7809443   0.6246007   2.1064036  -1.525396  ],[0.40233186 0.33959705 0.2580711 ],4654,1,3,100,False
4656,[-0.81940997  0.88162627 -3.19232826  5.63601517],[ 0.6826525  -0.73074317  0.63589686  0.77177405 -3.1923282   5.636015  ],[0.15706809 0.27284777 0.5700841 ],4647,0,0,96,False
4657,[-1.31373404  1.76045145 -1.75064296  3.2466541 ],[ 0.25424048 -0.96714103 -0.18852022  0.9820693  -1.750643    3.246654  ],[0.23136038 0.3124847  0.45615488],4656,0,2,97,False
4658,[-1.52993319  2.24162173 -0.41342896  1.61462855],[ 0.04085177 -0.99916524 -0.62163275  0.78330886 -0.41342896  1.6146286 ],[0.2911072  0.35039568 0.35849714],4657,1,2,98,False
